id
"SRR12809612
SRR12809615
SRR12809616
SRR12809618
SRR12809619
SRR12809621
SRR12809622
SRR12809624
SRR12809626
SRR12809628
SRR12809630
SRR12809633
SRR12809635
SRR12809637
SRR12809639
SRR12809642
SRR12809643
SRR12809644
SRR12809647
SRR12809651
SRR12809653
SRR12809655
SRR12809657
SRR12809659
SRR12809660
SRR12809662
SRR12809664
SRR12809666
SRR12809668
SRR12809669
SRR12809670
SRR12809672
SRR12809674
SRR12809678
SRR12809680
SRR12809681
SRR12809683
SRR12809685
SRR12809689
SRR12809691
SRR12809692
SRR12809693
SRR12809696
SRR12809697
SRR12809699
SRR12809701
SRR12809702
SRR12809706
SRR12809709
SRR12809711
SRR12809712
SRR12809714
SRR12809717"
"SRR12809720
SRR12809722
SRR12809724
SRR12809725
SRR12809726
SRR12809728
SRR12809730
SRR12809731
SRR12809733
SRR12809735
SRR12809738
SRR12809741
SRR12809742
SRR12809744
SRR12809747
SRR12809750
SRR12809752
SRR12809755
SRR12809756
SRR12809759
SRR12809760
SRR12809762
SRR12809765
SRR12809767
SRR12809769
SRR12809771
SRR12809773
SRR12809774
SRR12809776
SRR12809778
SRR12809781
SRR12809782
SRR12809784
SRR12809785
SRR12809786
SRR12809788
SRR12809790
SRR12809792
SRR12809795
SRR12809797
SRR12809800
SRR12809802
SRR12809805
SRR12809806
SRR12809808
SRR12809810
SRR12809811
SRR12809814
SRR12809817
SRR12809819
SRR12809821
SRR12809613
SRR12809614
SRR12809617"
"SRR12809620
SRR12809623
SRR12809625
SRR12809627
SRR12809629
SRR12809631
SRR12809632
SRR12809634
SRR12809636
SRR12809638
SRR12809640
SRR12809641
SRR12809645
SRR12809646
SRR12809648
SRR12809649
SRR12809650
SRR12809652
SRR12809654
SRR12809656
SRR12809658
SRR12809661
SRR12809663
SRR12809665
SRR12809667
SRR12809671
SRR12809673
SRR12809675
SRR12809676
SRR12809677
SRR12809679
SRR12809682
SRR12809684
SRR12809686
SRR12809687
SRR12809688
SRR12809690
SRR12809694
SRR12809695
SRR12809698
SRR12809700
SRR12809703
SRR12809704
SRR12809705
SRR12809707
SRR12809708
SRR12809710
SRR12809713
SRR12809715
SRR12809716
SRR12809718
SRR12809719
SRR12809721
SRR12809723"
"SRR12809727
SRR12809729
SRR12809732
SRR12809734
SRR12809736
SRR12809737
SRR12809739
SRR12809740
SRR12809743
SRR12809745
SRR12809746
SRR12809748
SRR12809749
SRR12809751
SRR12809753
SRR12809754
SRR12809757
SRR12809758
SRR12809761
SRR12809763
SRR12809764
SRR12809766
SRR12809768
SRR12809770
SRR12809772
SRR12809775
SRR12809777
SRR12809779
SRR12809780
SRR12809783
SRR12809787
SRR12809789
SRR12809791
SRR12809793
SRR12809794
SRR12809796
SRR12809798
SRR12809799
SRR12809801
SRR12809803
SRR12809804
SRR12809807
SRR12809809
SRR12809812
SRR12809813
SRR12809815
SRR12809816
SRR12809818
SRR12809820
SRR12897704
SRR12897705
SRR12897706
SRR12897707
SRR12897708"
"SRR12897709
SRR12897710
SRR12897711
SRR12897712
SRR12897713
SRR12897714
SRR12897715
SRR12897716
SRR12897717
SRR12897718
SRR12897719
SRR12897720
SRR12897721
SRR12897722
SRR12897723
SRR12897724
SRR12897725
SRR12897726
SRR12897727
SRR12897728
SRR12897729
SRR12897730
SRR12897731
SRR12897732
SRR12897733
SRR12897734
SRR12897735
SRR12897736
SRR12897737
SRR12897738
SRR12897739
SRR12897740
SRR12897741
SRR12897742
SRR12897743
SRR12897744
SRR12897745
SRR12897746
SRR12897747
SRR12897748
SRR12897749
SRR12897750
SRR12897751
SRR12897752
SRR12897753
SRR12897754
SRR12897755
SRR12897756
SRR12897757
SRR12898378
SRR12898379
SRR12898380
SRR12898381
SRR12898382"
"SRR12898383
SRR12898384
SRR12898385
SRR12898386
SRR12898387
SRR12898388
SRR12898389
SRR12898390
SRR12898391
SRR12898392
SRR12898393
SRR12898394
SRR12898395
SRR12898396
SRR12898397
SRR12898398
SRR12898399
SRR12898400
SRR12898401
SRR12898402
SRR12898403
SRR12898404
SRR12898405
SRR12898406
SRR12898407
SRR12898408
SRR12898409
SRR12898410
SRR12898411
SRR12898412
SRR12898413
SRR12898414
SRR12898415
SRR12898416
SRR12898417
SRR12898418
SRR12898419
SRR12898420
SRR12898421
SRR12898422
SRR12898423
SRR12898424
SRR12898425
SRR12898426
SRR12898427
SRR12898428
SRR12898429
SRR12898430
SRR12898431
SRR12898432
SRR12898433
SRR12898434
SRR12898435
SRR12898436"
"SRR12898437
SRR12898438
SRR12898439
SRR12898440
SRR12898441
SRR12898442
SRR12898443
SRR12898444
SRR12898445
SRR12898446
SRR12898447
SRR12898448
SRR12898449
SRR12898450
SRR12898451
SRR12898452
SRR12898453
SRR12898454
SRR12898455
SRR12898456
SRR12898457
SRR12898458
SRR12898459
SRR12898460
SRR12898461
SRR12898462
SRR12898463
SRR12898464
SRR12898465
SRR12898466
SRR12898467
SRR12898468
SRR12898469
SRR12898470
SRR12898471
SRR12898472
SRR12898473
SRR12898474
SRR12898475
SRR12898476
SRR12898477
SRR12898478
SRR12898479
SRR12898480
SRR12898481
SRR12898482
SRR12898483
SRR12898484
SRR12898485
SRR12898486
SRR12898487
SRR12898488
SRR12898489
SRR12898490"
"SRR12898491
SRR12898492
SRR12898493
SRR12898494
SRR12898495
SRR12898496
SRR12898497
SRR12898498
SRR12898499
SRR12898500
SRR12898501
SRR12898502
SRR12898503
SRR12898504
SRR12898505
SRR12898506
SRR12898507
SRR12898508
SRR12898509
SRR12898510
SRR12898511"
